LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue,DataValueAlt
AZ,Arizona,BRFSS,Diabetes,%,Age-adjusted Prevalence,46.2,46.2
AZ,Arizona,BRFSS,Diabetes,%,Age-adjusted Prevalence,59.4,59.4
AZ,Arizona,BRFSS,Diabetes,%,Age-adjusted Prevalence,51.3,51.3
AZ,Arizona,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
AZ,Arizona,BRFSS,Diabetes,%,Age-adjusted Prevalence,30.4,30.4
AZ,Arizona,BRFSS,Diabetes,%,Age-adjusted Prevalence,48.9,48.9
AZ,Arizona,BRFSS,Diabetes,%,Age-adjusted Prevalence,45.4,45.4
CA,California,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
CA,California,BRFSS,Diabetes,%,Age-adjusted Prevalence,59.8,59.8
CA,California,BRFSS,Diabetes,%,Age-adjusted Prevalence,69.6,69.6
CA,California,BRFSS,Diabetes,%,Age-adjusted Prevalence,70.3,70.3
CA,California,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
CA,California,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
CA,California,BRFSS,Diabetes,%,Age-adjusted Prevalence,68.5,68.5
CA,California,BRFSS,Diabetes,%,Age-adjusted Prevalence,65.7,65.7
CO,Colorado,BRFSS,Diabetes,%,Age-adjusted Prevalence,73.2,73.2
CO,Colorado,BRFSS,Diabetes,%,Age-adjusted Prevalence,47.8,47.8
CO,Colorado,BRFSS,Diabetes,%,Age-adjusted Prevalence,45,45
CO,Colorado,BRFSS,Diabetes,%,Age-adjusted Prevalence,56.1,56.1
CO,Colorado,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
CO,Colorado,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
CO,Colorado,BRFSS,Diabetes,%,Age-adjusted Prevalence,54.8,54.8
CO,Colorado,BRFSS,Diabetes,%,Age-adjusted Prevalence,62.4,62.4
CT,Connecticut,BRFSS,Diabetes,%,Age-adjusted Prevalence,36.9,36.9
CT,Connecticut,BRFSS,Diabetes,%,Age-adjusted Prevalence,39.6,39.6
CT,Connecticut,BRFSS,Diabetes,%,Age-adjusted Prevalence,43.5,43.5
CT,Connecticut,BRFSS,Diabetes,%,Age-adjusted Prevalence,53.9,53.9
CT,Connecticut,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
CT,Connecticut,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
CT,Connecticut,BRFSS,Diabetes,%,Age-adjusted Prevalence,46.4,46.4
CT,Connecticut,BRFSS,Diabetes,%,Age-adjusted Prevalence,58,58
DC,District of Columbia,BRFSS,Diabetes,%,Age-adjusted Prevalence,64.1,64.1
DC,District of Columbia,BRFSS,Diabetes,%,Age-adjusted Prevalence,54.8,54.8
DC,District of Columbia,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
DC,District of Columbia,BRFSS,Diabetes,%,Age-adjusted Prevalence,57.9,57.9
DC,District of Columbia,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
DC,District of Columbia,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
DC,District of Columbia,BRFSS,Diabetes,%,Age-adjusted Prevalence,59.1,59.1
DC,District of Columbia,BRFSS,Diabetes,%,Age-adjusted Prevalence,32.2,32.2
DE,Delaware,BRFSS,Diabetes,%,Age-adjusted Prevalence,57.4,57.4
DE,Delaware,BRFSS,Diabetes,%,Age-adjusted Prevalence,56.8,56.8
DE,Delaware,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
DE,Delaware,BRFSS,Diabetes,%,Age-adjusted Prevalence,43,43
DE,Delaware,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
DE,Delaware,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
DE,Delaware,BRFSS,Diabetes,%,Age-adjusted Prevalence,49.2,49.2
DE,Delaware,BRFSS,Diabetes,%,Age-adjusted Prevalence,47.3,47.3
FL,Florida,BRFSS,Diabetes,%,Age-adjusted Prevalence,66.1,66.1
FL,Florida,BRFSS,Diabetes,%,Age-adjusted Prevalence,50.1,50.1
FL,Florida,BRFSS,Diabetes,%,Age-adjusted Prevalence,19.6,19.6
FL,Florida,BRFSS,Diabetes,%,Age-adjusted Prevalence,46.2,46.2
SD,South Dakota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
FL,Florida,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
FL,Florida,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
FL,Florida,BRFSS,Diabetes,%,Age-adjusted Prevalence,45.2,45.2
FL,Florida,BRFSS,Diabetes,%,Age-adjusted Prevalence,38.6,38.6
GA,Georgia,BRFSS,Diabetes,%,Age-adjusted Prevalence,53.7,53.7
GA,Georgia,BRFSS,Diabetes,%,Age-adjusted Prevalence,54.5,54.5
GA,Georgia,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
GA,Georgia,BRFSS,Diabetes,%,Age-adjusted Prevalence,47,47
GA,Georgia,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
GA,Georgia,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
GA,Georgia,BRFSS,Diabetes,%,Age-adjusted Prevalence,52.6,52.6
GA,Georgia,BRFSS,Diabetes,%,Age-adjusted Prevalence,56.9,56.9
GU,Guam,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
GU,Guam,BRFSS,Diabetes,%,Age-adjusted Prevalence,37.6,37.6
GU,Guam,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
GU,Guam,BRFSS,Diabetes,%,Age-adjusted Prevalence,34.3,34.3
GU,Guam,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
GU,Guam,BRFSS,Diabetes,%,Age-adjusted Prevalence,35.4,35.4
GU,Guam,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
HI,Hawaii,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
HI,Hawaii,BRFSS,Diabetes,%,Age-adjusted Prevalence,62.8,62.8
HI,Hawaii,BRFSS,Diabetes,%,Age-adjusted Prevalence,71.4,71.4
HI,Hawaii,BRFSS,Diabetes,%,Age-adjusted Prevalence,59.5,59.5
HI,Hawaii,BRFSS,Diabetes,%,Age-adjusted Prevalence,60.5,60.5
HI,Hawaii,BRFSS,Diabetes,%,Age-adjusted Prevalence,56.8,56.8
HI,Hawaii,BRFSS,Diabetes,%,Age-adjusted Prevalence,62.5,62.5
HI,Hawaii,BRFSS,Diabetes,%,Age-adjusted Prevalence,70.7,70.7
IA,Iowa,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
IA,Iowa,BRFSS,Diabetes,%,Age-adjusted Prevalence,75.3,75.3
IA,Iowa,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
IA,Iowa,BRFSS,Diabetes,%,Age-adjusted Prevalence,52.2,52.2
IA,Iowa,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
IA,Iowa,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
IA,Iowa,BRFSS,Diabetes,%,Age-adjusted Prevalence,61.2,61.2
IA,Iowa,BRFSS,Diabetes,%,Age-adjusted Prevalence,66.7,66.7
ID,Idaho,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ID,Idaho,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ID,Idaho,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ID,Idaho,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ID,Idaho,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ID,Idaho,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
IL,Illinois,BRFSS,Diabetes,%,Age-adjusted Prevalence,60.1,60.1
IL,Illinois,BRFSS,Diabetes,%,Age-adjusted Prevalence,67.9,67.9
IL,Illinois,BRFSS,Diabetes,%,Age-adjusted Prevalence,53.9,53.9
IL,Illinois,BRFSS,Diabetes,%,Age-adjusted Prevalence,55.5,55.5
IL,Illinois,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
IL,Illinois,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
IL,Illinois,BRFSS,Diabetes,%,Age-adjusted Prevalence,61,61
IL,Illinois,BRFSS,Diabetes,%,Age-adjusted Prevalence,58.2,58.2
IN,Indiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,74.1,74.1
IN,Indiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,52.7,52.7
IN,Indiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
IN,Indiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,65.6,65.6
IN,Indiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
IN,Indiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
IN,Indiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,59.6,59.6
IN,Indiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,64.2,64.2
KS,Kansas,BRFSS,Diabetes,%,Age-adjusted Prevalence,67.1,67.1
KS,Kansas,BRFSS,Diabetes,%,Age-adjusted Prevalence,65.8,65.8
KS,Kansas,BRFSS,Diabetes,%,Age-adjusted Prevalence,60.1,60.1
KS,Kansas,BRFSS,Diabetes,%,Age-adjusted Prevalence,59.2,59.2
KS,Kansas,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
KS,Kansas,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
KS,Kansas,BRFSS,Diabetes,%,Age-adjusted Prevalence,62.8,62.8
KS,Kansas,BRFSS,Diabetes,%,Age-adjusted Prevalence,62.2,62.2
KY,Kentucky,BRFSS,Diabetes,%,Age-adjusted Prevalence,82.6,82.6
KY,Kentucky,BRFSS,Diabetes,%,Age-adjusted Prevalence,53.4,53.4
KY,Kentucky,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
KY,Kentucky,BRFSS,Diabetes,%,Age-adjusted Prevalence,45.5,45.5
KY,Kentucky,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
KY,Kentucky,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
KY,Kentucky,BRFSS,Diabetes,%,Age-adjusted Prevalence,50.7,50.7
KY,Kentucky,BRFSS,Diabetes,%,Age-adjusted Prevalence,46,46
LA,Louisiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,41.5,41.5
LA,Louisiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,60.7,60.7
LA,Louisiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
LA,Louisiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,25.1,25.1
LA,Louisiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
LA,Louisiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
LA,Louisiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,42,42
LA,Louisiana,BRFSS,Diabetes,%,Age-adjusted Prevalence,45.9,45.9
MA,Massachusetts,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MA,Massachusetts,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MA,Massachusetts,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MA,Massachusetts,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MA,Massachusetts,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MA,Massachusetts,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MA,Massachusetts,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MA,Massachusetts,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MD,Maryland,BRFSS,Diabetes,%,Age-adjusted Prevalence,52.5,52.5
MD,Maryland,BRFSS,Diabetes,%,Age-adjusted Prevalence,56.7,56.7
MD,Maryland,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MD,Maryland,BRFSS,Diabetes,%,Age-adjusted Prevalence,53.6,53.6
MD,Maryland,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MD,Maryland,BRFSS,Diabetes,%,Age-adjusted Prevalence,79,79
MD,Maryland,BRFSS,Diabetes,%,Age-adjusted Prevalence,51.7,51.7
MD,Maryland,BRFSS,Diabetes,%,Age-adjusted Prevalence,55.7,55.7
ME,Maine,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ME,Maine,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ME,Maine,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ME,Maine,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ME,Maine,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ME,Maine,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ME,Maine,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ME,Maine,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MI,Michigan,BRFSS,Diabetes,%,Age-adjusted Prevalence,44.5,44.5
MI,Michigan,BRFSS,Diabetes,%,Age-adjusted Prevalence,56.3,56.3
MI,Michigan,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MI,Michigan,BRFSS,Diabetes,%,Age-adjusted Prevalence,60.9,60.9
MI,Michigan,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MI,Michigan,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MI,Michigan,BRFSS,Diabetes,%,Age-adjusted Prevalence,59.4,59.4
MI,Michigan,BRFSS,Diabetes,%,Age-adjusted Prevalence,68,68
MS,Mississippi,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MS,Mississippi,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MN,Minnesota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MN,Minnesota,BRFSS,Diabetes,%,Age-adjusted Prevalence,66.4,66.4
MN,Minnesota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MN,Minnesota,BRFSS,Diabetes,%,Age-adjusted Prevalence,68.7,68.7
MN,Minnesota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MN,Minnesota,BRFSS,Diabetes,%,Age-adjusted Prevalence,38.4,38.4
MN,Minnesota,BRFSS,Diabetes,%,Age-adjusted Prevalence,68.6,68.6
MN,Minnesota,BRFSS,Diabetes,%,Age-adjusted Prevalence,75.1,75.1
MO,Missouri,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MO,Missouri,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MO,Missouri,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MO,Missouri,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MO,Missouri,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MO,Missouri,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MO,Missouri,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MO,Missouri,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MS,Mississippi,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MS,Mississippi,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MS,Mississippi,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MS,Mississippi,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MS,Mississippi,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MS,Mississippi,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MT,Montana,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MT,Montana,BRFSS,Diabetes,%,Age-adjusted Prevalence,66.7,66.7
MT,Montana,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MT,Montana,BRFSS,Diabetes,%,Age-adjusted Prevalence,64.1,64.1
MT,Montana,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
MT,Montana,BRFSS,Diabetes,%,Age-adjusted Prevalence,65.8,65.8
MT,Montana,BRFSS,Diabetes,%,Age-adjusted Prevalence,67.2,67.2
MT,Montana,BRFSS,Diabetes,%,Age-adjusted Prevalence,68.3,68.3
NC,North Carolina,BRFSS,Diabetes,%,Age-adjusted Prevalence,67.2,67.2
NC,North Carolina,BRFSS,Diabetes,%,Age-adjusted Prevalence,55.1,55.1
NC,North Carolina,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NC,North Carolina,BRFSS,Diabetes,%,Age-adjusted Prevalence,67.7,67.7
NC,North Carolina,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NC,North Carolina,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NC,North Carolina,BRFSS,Diabetes,%,Age-adjusted Prevalence,55.9,55.9
NY,New York,BRFSS,Diabetes,%,Age-adjusted Prevalence,35.2,35.2
NC,North Carolina,BRFSS,Diabetes,%,Age-adjusted Prevalence,49.7,49.7
ND,North Dakota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Diabetes,%,Age-adjusted Prevalence,55.3,55.3
NE,Nebraska,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Diabetes,%,Age-adjusted Prevalence,67.6,67.6
NE,Nebraska,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Diabetes,%,Age-adjusted Prevalence,56.5,56.5
NE,Nebraska,BRFSS,Diabetes,%,Age-adjusted Prevalence,65.9,65.9
NH,New Hampshire,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Diabetes,%,Age-adjusted Prevalence,57.5,57.5
NH,New Hampshire,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Diabetes,%,Age-adjusted Prevalence,49.4,49.4
NH,New Hampshire,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Diabetes,%,Age-adjusted Prevalence,52.4,52.4
NH,New Hampshire,BRFSS,Diabetes,%,Age-adjusted Prevalence,53.7,53.7
NJ,New Jersey,BRFSS,Diabetes,%,Age-adjusted Prevalence,40.8,40.8
NJ,New Jersey,BRFSS,Diabetes,%,Age-adjusted Prevalence,38.3,38.3
NJ,New Jersey,BRFSS,Diabetes,%,Age-adjusted Prevalence,34.2,34.2
NJ,New Jersey,BRFSS,Diabetes,%,Age-adjusted Prevalence,43.3,43.3
NJ,New Jersey,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NJ,New Jersey,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NJ,New Jersey,BRFSS,Diabetes,%,Age-adjusted Prevalence,37.9,37.9
NJ,New Jersey,BRFSS,Diabetes,%,Age-adjusted Prevalence,47.5,47.5
NM,New Mexico,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NM,New Mexico,BRFSS,Diabetes,%,Age-adjusted Prevalence,47.6,47.6
NM,New Mexico,BRFSS,Diabetes,%,Age-adjusted Prevalence,44.4,44.4
NM,New Mexico,BRFSS,Diabetes,%,Age-adjusted Prevalence,43.7,43.7
GA,Georgia,BRFSS,Diabetes,%,Age-adjusted Prevalence,10.4,10.4
NM,New Mexico,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NM,New Mexico,BRFSS,Diabetes,%,Age-adjusted Prevalence,45.6,45.6
NM,New Mexico,BRFSS,Diabetes,%,Age-adjusted Prevalence,46.5,46.5
NM,New Mexico,BRFSS,Diabetes,%,Age-adjusted Prevalence,43.6,43.6
NV,Nevada,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Diabetes,%,Age-adjusted Prevalence,73.3,73.3
NV,Nevada,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Diabetes,%,Age-adjusted Prevalence,72.7,72.7
NV,Nevada,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Diabetes,%,Age-adjusted Prevalence,75.2,75.2
NV,Nevada,BRFSS,Diabetes,%,Age-adjusted Prevalence,68.6,68.6
NY,New York,BRFSS,Diabetes,%,Age-adjusted Prevalence,37.9,37.9
NY,New York,BRFSS,Diabetes,%,Age-adjusted Prevalence,36.6,36.6
NY,New York,BRFSS,Diabetes,%,Age-adjusted Prevalence,29.7,29.7
NY,New York,BRFSS,Diabetes,%,Age-adjusted Prevalence,34.7,34.7
NY,New York,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NY,New York,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
NY,New York,BRFSS,Diabetes,%,Age-adjusted Prevalence,43.1,43.1
OH,Ohio,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OK,Oklahoma,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OK,Oklahoma,BRFSS,Diabetes,%,Age-adjusted Prevalence,49.3,49.3
OK,Oklahoma,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OK,Oklahoma,BRFSS,Diabetes,%,Age-adjusted Prevalence,60.3,60.3
OK,Oklahoma,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OK,Oklahoma,BRFSS,Diabetes,%,Age-adjusted Prevalence,55.7,55.7
OK,Oklahoma,BRFSS,Diabetes,%,Age-adjusted Prevalence,53.1,53.1
OK,Oklahoma,BRFSS,Diabetes,%,Age-adjusted Prevalence,59,59
OR,Oregon,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
PA,Pennsylvania,BRFSS,Diabetes,%,Age-adjusted Prevalence,69.3,69.3
PA,Pennsylvania,BRFSS,Diabetes,%,Age-adjusted Prevalence,47.8,47.8
PA,Pennsylvania,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
PA,Pennsylvania,BRFSS,Diabetes,%,Age-adjusted Prevalence,47.7,47.7
PA,Pennsylvania,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
PA,Pennsylvania,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
PA,Pennsylvania,BRFSS,Diabetes,%,Age-adjusted Prevalence,44.5,44.5
PA,Pennsylvania,BRFSS,Diabetes,%,Age-adjusted Prevalence,49.4,49.4
PR,Puerto Rico,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Diabetes,%,Age-adjusted Prevalence,,
