LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue,DataValueAlt
NH,New Hampshire,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.3,2.3
NH,New Hampshire,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.4,2.4
NH,New Hampshire,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.3,2.3
NH,New Hampshire,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.2,2.2
NJ,New Jersey,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,1.9,1.9
NJ,New Jersey,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,1.9,1.9
NJ,New Jersey,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.8,2.8
NJ,New Jersey,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,1.8,1.8
NJ,New Jersey,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NJ,New Jersey,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NJ,New Jersey,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,1.8,1.8
NJ,New Jersey,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,1.7,1.7
NM,New Mexico,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NM,New Mexico,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,3.2,3.2
NM,New Mexico,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,3.3,3.3
NM,New Mexico,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.4,2.4
NM,New Mexico,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NM,New Mexico,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.7,2.7
NM,New Mexico,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.8,2.8
NM,New Mexico,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.3,2.3
NV,Nevada,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,3.7,3.7
NV,Nevada,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.6,2.6
NV,Nevada,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,3.2,3.2
NV,Nevada,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,3.2,3.2
NY,New York,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.7,2.7
NY,New York,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,1.8,1.8
NY,New York,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.8,2.8
NY,New York,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.3,2.3
NY,New York,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NY,New York,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
NY,New York,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2,2
NY,New York,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,1.6,1.6
OH,Ohio,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.4,2.4
OH,Ohio,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,2.7,2.7
AL,Alabama,BRFSS,Chronic Kidney Disease,%,Crude Prevalence,2.9,2.9
OH,Ohio,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,3,3
OH,Ohio,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
PA,Pennsylvania,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,4.2,4.2
OH,Ohio,BRFSS,Chronic Kidney Disease,%,Age-adjusted Prevalence,,
