LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue,DataValueAlt
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,33.9,33.9
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,34.9,34.9
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,20,20
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,32.5,32.5
IA,Iowa,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,32.9,32.9
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,27.5,27.5
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,38.5,38.5
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,29.9,29.9
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,40.6,40.6
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,26,26
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,28.7,28.7
ID,Idaho,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,27.8,27.8
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,40.3,40.3
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.7,31.7
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,38.5,38.5
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,29.7,29.7
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,30.1,30.1
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,10.3,10.3
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,30.7,30.7
IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,28.7,28.7
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41.1,41.1
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,30.2,30.2
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,34.2,34.2
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.9,31.9
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,29.5,29.5
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,23.6,23.6
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.1,31.1
IN,Indiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,30.6,30.6
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,46.7,46.7
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,33.7,33.7
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,39.6,39.6
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,35.4,35.4
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41.5,41.5
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,21.9,21.9
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,34.5,34.5
KS,Kansas,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,33.6,33.6
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.9,43.9
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,33.2,33.2
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,25.9,25.9
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,36,36
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,17.9,17.9
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,27.5,27.5
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,34.5,34.5
KY,Kentucky,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,34.3,34.3
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,43.7,43.7
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,37.2,37.2
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,30,30
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,36,36
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,25.1,25.1
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,24.9,24.9
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,36.5,36.5
LA,Louisiana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,34.2,34.2
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,39,39
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,22.6,22.6
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,33.2,33.2
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,25.2,25.2
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,23.3,23.3
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,12.8,12.8
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,23.9,23.9
MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,22.7,22.7
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,37.4,37.4
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,29.2,29.2
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,23.3,23.3
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,27.8,27.8
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,35.2,35.2
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,15.2,15.2
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,28.5,28.5
MD,Maryland,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,25.9,25.9
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,30.9,30.9
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.9,31.9
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,28.9,28.9
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,24.1,24.1
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,21.1,21.1
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,29.8,29.8
ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,30,30
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,41.1,41.1
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.3,31.3
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,45,45
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.6,31.6
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,36.1,36.1
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,22.8,22.8
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.5,31.5
MI,Michigan,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,29.7,29.7
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,27,27
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,24.1,24.1
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.6,31.6
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,27.5,27.5
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,28.1,28.1
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,18.7,18.7
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,25.8,25.8
MN,Minnesota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,26.1,26.1
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,37.2,37.2
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.5,31.5
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,33.1,33.1
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,33.6,33.6
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.2,31.2
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,26.9,26.9
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,32.6,32.6
MO,Missouri,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,32.2,32.2
MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,44.1,44.1
MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,37.7,37.7
MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,34.6,34.6
MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,36.2,36.2
MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.7,31.7
MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,23.6,23.6
MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,19.7,19.7
MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,23.3,23.3
MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,36,36
MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,35.3,35.3
MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,23.4,23.4
MT,Montana,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,22.1,22.1
NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,40.1,40.1
NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.5,31.5
NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,25.3,25.3
NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,28.8,28.8
NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,16.2,16.2
NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,29.6,29.6
NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,30,30
NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,27.2,27.2
ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,27.8,27.8
ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,35.3,35.3
ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,47.9,47.9
ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,34.3,34.3
ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.8,31.8
ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,31.7,31.7
NE,Nebraska,BRFSS,"Nutrition, Physical Activity, and Weight Status",%,Age-adjusted Prevalence,38.3,38.3
