LocationAbbr,LocationDesc,DataSource,Topic,DataValueUnit,DataValueType,DataValue,DataValueAlt
ND,North Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
ND,North Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NE,Nebraska,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NH,New Hampshire,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NJ,New Jersey,BRFSS,Cancer,%,Age-adjusted Prevalence,85.9,85.9
NJ,New Jersey,BRFSS,Cancer,%,Age-adjusted Prevalence,88.2,88.2
NJ,New Jersey,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NJ,New Jersey,BRFSS,Cancer,%,Age-adjusted Prevalence,77.2,77.2
NJ,New Jersey,BRFSS,Cancer,%,Age-adjusted Prevalence,79,79
NJ,New Jersey,BRFSS,Cancer,%,Age-adjusted Prevalence,76.6,76.6
NM,New Mexico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NM,New Mexico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NM,New Mexico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NM,New Mexico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NM,New Mexico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NM,New Mexico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NV,Nevada,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NY,New York,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NY,New York,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NY,New York,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NY,New York,BRFSS,Cancer,%,Age-adjusted Prevalence,,
NY,New York,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Cancer,%,Age-adjusted Prevalence,86.6,86.6
OH,Ohio,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OH,Ohio,BRFSS,Cancer,%,Age-adjusted Prevalence,81.3,81.3
OH,Ohio,BRFSS,Cancer,%,Age-adjusted Prevalence,81,81
OK,Oklahoma,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OK,Oklahoma,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OK,Oklahoma,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OK,Oklahoma,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OK,Oklahoma,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OK,Oklahoma,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Cancer,%,Age-adjusted Prevalence,,
OR,Oregon,BRFSS,Cancer,%,Age-adjusted Prevalence,76.1,76.1
OR,Oregon,BRFSS,Cancer,%,Age-adjusted Prevalence,78.1,78.1
PA,Pennsylvania,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PA,Pennsylvania,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PA,Pennsylvania,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PA,Pennsylvania,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PA,Pennsylvania,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PA,Pennsylvania,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
PR,Puerto Rico,BRFSS,Cancer,%,Age-adjusted Prevalence,,
RI,Rhode Island,BRFSS,Cancer,%,Age-adjusted Prevalence,,
RI,Rhode Island,BRFSS,Cancer,%,Age-adjusted Prevalence,,
RI,Rhode Island,BRFSS,Cancer,%,Age-adjusted Prevalence,,
RI,Rhode Island,BRFSS,Cancer,%,Age-adjusted Prevalence,,
RI,Rhode Island,BRFSS,Cancer,%,Age-adjusted Prevalence,,
RI,Rhode Island,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SC,South Carolina,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SC,South Carolina,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SC,South Carolina,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SC,South Carolina,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SC,South Carolina,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SC,South Carolina,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SD,South Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SD,South Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SD,South Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SD,South Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SD,South Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
SD,South Dakota,BRFSS,Cancer,%,Age-adjusted Prevalence,,
TN,Tennessee,BRFSS,Cancer,%,Age-adjusted Prevalence,86.1,86.1
TN,Tennessee,BRFSS,Cancer,%,Age-adjusted Prevalence,,
TN,Tennessee,BRFSS,Cancer,%,Age-adjusted Prevalence,,
TN,Tennessee,BRFSS,Cancer,%,Age-adjusted Prevalence,,
TN,Tennessee,BRFSS,Cancer,%,Age-adjusted Prevalence,75.9,75.9
TN,Tennessee,BRFSS,Cancer,%,Age-adjusted Prevalence,74.1,74.1
TX,Texas,BRFSS,Cancer,%,Age-adjusted Prevalence,,
TX,Texas,BRFSS,Cancer,%,Age-adjusted Prevalence,,
TX,Texas,BRFSS,Cancer,%,Age-adjusted Prevalence,,
TX,Texas,BRFSS,Cancer,%,Age-adjusted Prevalence,,
TX,Texas,BRFSS,Cancer,%,Age-adjusted Prevalence,,
TX,Texas,BRFSS,Cancer,%,Age-adjusted Prevalence,,
US,United States,BRFSS,Cancer,%,Age-adjusted Prevalence,77.7,77.7
UT,Utah,BRFSS,Cancer,%,Age-adjusted Prevalence,,
UT,Utah,BRFSS,Cancer,%,Age-adjusted Prevalence,,
UT,Utah,BRFSS,Cancer,%,Age-adjusted Prevalence,,
UT,Utah,BRFSS,Cancer,%,Age-adjusted Prevalence,,
UT,Utah,BRFSS,Cancer,%,Age-adjusted Prevalence,,
UT,Utah,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VA,Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VA,Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VA,Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VA,Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VA,Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VA,Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VI,Virgin Islands,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VI,Virgin Islands,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VI,Virgin Islands,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VI,Virgin Islands,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VI,Virgin Islands,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VI,Virgin Islands,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VT,Vermont,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VT,Vermont,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VT,Vermont,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VT,Vermont,BRFSS,Cancer,%,Age-adjusted Prevalence,,
VT,Vermont,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WA,Washington,BRFSS,Cancer,%,Age-adjusted Prevalence,76.6,76.6
WA,Washington,BRFSS,Cancer,%,Age-adjusted Prevalence,83.4,83.4
WA,Washington,BRFSS,Cancer,%,Age-adjusted Prevalence,70.7,70.7
WA,Washington,BRFSS,Cancer,%,Age-adjusted Prevalence,71.6,71.6
WA,Washington,BRFSS,Cancer,%,Age-adjusted Prevalence,77.7,77.7
WA,Washington,BRFSS,Cancer,%,Age-adjusted Prevalence,78.1,78.1
WI,Wisconsin,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WI,Wisconsin,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WI,Wisconsin,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WI,Wisconsin,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WI,Wisconsin,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WI,Wisconsin,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WV,West Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WV,West Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WV,West Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WV,West Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WV,West Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WV,West Virginia,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WY,Wyoming,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WY,Wyoming,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WY,Wyoming,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WY,Wyoming,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WY,Wyoming,BRFSS,Cancer,%,Age-adjusted Prevalence,,
WY,Wyoming,BRFSS,Cancer,%,Age-adjusted Prevalence,,
AK,Alaska,BRFSS,Cancer,%,Crude Prevalence,,
AK,Alaska,BRFSS,Cancer,%,Crude Prevalence,,
AK,Alaska,BRFSS,Cancer,%,Crude Prevalence,,
AK,Alaska,BRFSS,Cancer,%,Crude Prevalence,,
AK,Alaska,BRFSS,Cancer,%,Crude Prevalence,,
AK,Alaska,BRFSS,Cancer,%,Crude Prevalence,,
AL,Alabama,BRFSS,Cancer,%,Crude Prevalence,,
AL,Alabama,BRFSS,Cancer,%,Crude Prevalence,,
AL,Alabama,BRFSS,Cancer,%,Crude Prevalence,,
AL,Alabama,BRFSS,Cancer,%,Crude Prevalence,,
AL,Alabama,BRFSS,Cancer,%,Crude Prevalence,,
AL,Alabama,BRFSS,Cancer,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Cancer,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Cancer,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Cancer,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Cancer,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Cancer,%,Crude Prevalence,,
AR,Arkansas,BRFSS,Cancer,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Cancer,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Cancer,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Cancer,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Cancer,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Cancer,%,Crude Prevalence,,
AZ,Arizona,BRFSS,Cancer,%,Crude Prevalence,,
CA,California,BRFSS,Cancer,%,Crude Prevalence,,
CA,California,BRFSS,Cancer,%,Crude Prevalence,,
CA,California,BRFSS,Cancer,%,Crude Prevalence,,
CA,California,BRFSS,Cancer,%,Crude Prevalence,,
CA,California,BRFSS,Cancer,%,Crude Prevalence,,
CA,California,BRFSS,Cancer,%,Crude Prevalence,,
CO,Colorado,BRFSS,Cancer,%,Crude Prevalence,,
CO,Colorado,BRFSS,Cancer,%,Crude Prevalence,,
CO,Colorado,BRFSS,Cancer,%,Crude Prevalence,,
CO,Colorado,BRFSS,Cancer,%,Crude Prevalence,,
CO,Colorado,BRFSS,Cancer,%,Crude Prevalence,,
CO,Colorado,BRFSS,Cancer,%,Crude Prevalence,,
CT,Connecticut,BRFSS,Cancer,%,Crude Prevalence,,
CT,Connecticut,BRFSS,Cancer,%,Crude Prevalence,,
CT,Connecticut,BRFSS,Cancer,%,Crude Prevalence,,
CT,Connecticut,BRFSS,Cancer,%,Crude Prevalence,,
CT,Connecticut,BRFSS,Cancer,%,Crude Prevalence,,
CT,Connecticut,BRFSS,Cancer,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Cancer,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Cancer,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Cancer,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Cancer,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Cancer,%,Crude Prevalence,,
DC,District of Columbia,BRFSS,Cancer,%,Crude Prevalence,,
DE,Delaware,BRFSS,Cancer,%,Crude Prevalence,,
DE,Delaware,BRFSS,Cancer,%,Crude Prevalence,,
DE,Delaware,BRFSS,Cancer,%,Crude Prevalence,,
